,preprocessed_Tokens,Scores
8134,commercialise,-3266
8135,commercialise,0
8136,commercialise,-300
8137,commercialise,-291
8138,commercialise,-60
8139,commercialise,-300
8140,commercialise,-300
8141,commercialise,-1532
8142,commercialised,-1932
8143,commercialised,-220
8144,commercialised,-220
8145,commercialised,-1712
8146,commercialised,-60
8147,commercialised,-60
8148,commercialised,-300
8149,commercialised,-300
8150,commercialised,-60
8151,commercialising,-1932
8152,commercialising,-3266
8153,commercialising,-1712
8154,commerciality,0
8155,commercialization,-1932
8156,commercialization,140
8157,commercialization,-340
8158,commercialization,-340
8159,commercialization,-100
8160,commercialization,-1932
8161,:,140
8162,;,-100
8163,commercialize,60
8164,commercially,140
8165,commercially,-340
8166,commercially,-220
8167,commercially,1669
8168,commercially,-60
8169,commercially,-1532
8170,commercially,-60
8171,commercially-focussed,1669
8172,commercial-scales,-1934
8173,commission,-1932
8174,commission,-60
8175,commission,-220
8176,commission,-460
8177,commission,100
8178,commissioned,-220
8179,commissioned,-3266
8180,commissioned,1669
8181,commissioning,-268
8182,commit,-340
8183,commitment,140
8184,commitment,-220
8185,commitment,-460
8186,commitment,-400
8187,commitment,-291
8188,commitments,-220
8189,committed,-1932
8190,committed,100
8191,committee,-2068
8192,committee,-220
8193,committee,-220
8194,committee,-220
8195,committee,-420
8196,committee,-3132
8197,committee,-100
8198,committee,40
8199,committee,-268
8200,committee,-244
8201,committee,-244
8202,committee,-734
8203,committee,0
8204,committee,-20
8205,committee,-20
8206,committee,-1712
8207,committee,-2088
8208,committee,-2088
8209,committee,-300
8210,committee,-300
8211,;,-1712
8212,committee,-734
8213,committee,1669
8214,committee,40
8215,committee,-300
8216,committee,-2088
8217,committee,100
8218,committee,-60
8219,;,-734
8220,committees,-2068
8221,committees,-1932
8222,committees,-220
8223,committees,-420
8224,committees,140
8225,committees,40
8226,committees,-268
8227,committees,-268
8228,committees,0
8229,committees,-20
8230,committees,-1712
8231,committees,-60
8232,committees,-460
8233,committees,-244
8234,committees,0
8235,committees,100
8236,committees,-220
8237,committees,-500
8238,:,-1932
8239,common,-220
8240,common,-220
8241,common,-60
8242,commons,100
8243,commonwealth,-20
8244,commonwealth,-2088
8245,communicate,140
8246,communicate,-1532
8247,communicating,-1932
8248,communicating,-100
8249,communicating,-291
8250,communication,-2068
8251,communication,-2068
8252,communication,140
8253,communication,-500
8254,communication,-340
8255,communication,-340
8256,communication,40
8257,communication,-44
8258,communication,-244
8259,communication,-460
8260,communication,-400
8261,communication,-140
8262,communication,1669
8263,communication,-300
8264,communication,-60
8265,communication,-291
8266,communication,-1712
8267,communication,-60
8268,communication,-60
8269,communication,-500
8270,communications,-2068
8271,communications,-1932
8272,communications,-1932
8273,communications,-220
8274,communications,-220
8275,communications,-500
8276,communications,-500
8277,communications,-340
8278,communications,-44
8279,communications,-44
8280,communications,-244
8281,communications,-244
8282,communications,-220
8283,communications,-460
8284,communications,-400
8285,communications,-140
8286,communications,-60
8287,communications,-1712
8288,communications,-2088
8289,communications,100
8290,communications,-300
8291,communications,-300
8292,communications,-1532
8293,communications,-1532
8294,communications,-220
8295,communications,-500
8296,communications,-44
8297,communications,-220
8298,communications,-400
8299,communications,-1712
8300,communications,-60
8301,communications,-220
8302,communications,-140
8303,communications,-1532
8304,;,-3132
8305,received,-60
8306,communicator,-100
8307,communities,-1932
8308,communities,-244
8309,communities,-3266
8310,communities,-734
8311,communities,-400
8312,communities,0
8313,communities,-20
8314,communities,60
8315,communities,-400
8316,communities,-220
8317,communities,-400
8318,communities,-140
8319,communities,-20
8320,:,-400
8321,community,-2068
8322,community,-220
8323,community,-220
8324,community,140
8325,community,-500
8326,community,40
8327,community,-3266
8328,community,-400
8329,community,-400
8330,community,-1934
8331,community,-20
8332,community,-20
8333,community,100
8334,community,-300
8335,community,-300
8336,community,-1712
8337,community,-2088
8338,community,-60
8339,community,140
8340,community,-44
8341,community,-291
8342,community,-60
8343,community,60
8344,community,-60
8345,;,-734
8346,community-fab,0
8347,compact,-340
8348,compact,-60
8349,compactness,-420
8350,companies,-2068
8351,companies,-1932
8352,companies,-220
8353,companies,-220
8354,companies,-220
8355,companies,-420
8356,companies,140
8357,companies,140
8358,companies,-500
8359,companies,-3132
8360,companies,-100
8361,companies,40
8362,companies,-268
8363,companies,-44
8364,companies,-244
8365,companies,-220
8366,companies,-460
8367,companies,-400
8368,companies,-400
8369,companies,-140
8370,companies,-1934
8371,companies,0
8372,companies,1669
8373,companies,-60
8374,companies,-20
8375,companies,-291
8376,companies,-1712
8377,companies,-1712
8378,companies,-100
8379,companies,-60
8380,companies,-2088
8381,companies,100
8382,companies,100
8383,companies,60
8384,companies,-60
8385,companies,-300
8386,companies,-300
8387,companies,-1532
8388,companies,-1532
8389,companies,-1532
8390,companies,-1932
8391,companies,140
8392,companies,-340
8393,companies,-3266
8394,companies,-220
8395,companies,-460
8396,companies,-400
8397,companies,-140
8398,companies,-1934
8399,companies,0
8400,companies,-60
8401,companies,-100
8402,companies,-60
8403,companies,100
8404,companies,60
8405,companies,-60
8406,companies,-2068
8407,companies,-1932
8408,companies,-420
8409,companies,140
8410,companies,140
8411,companies,-3132
8412,companies,40
8413,companies,-44
8414,companies,-244
8415,companies,-220
8416,companies,-460
8417,companies,-400
8418,companies,-140
8419,companies,-300
8420,companies,-60
8421,companies,-20
8422,companies,-60
8423,companies,100
8424,companies,60
8425,companies,-60
8426,companies,-300
8427,companies,-300
8428,companies,-1532
8429,companies/authorities,-220
8430,companies/universities,-340
8431,:,140
8432,:,-268
8433,:,-140
8434,:,-2088
8435,:,100
8436,;,40
8437,;,-60
8438,company,-2068
8439,company,-2068
8440,company,-1932
8441,company,-220
8442,company,-220
8443,company,-420
8444,company,140
8445,company,-500
8446,company,-340
8447,company,-3132
8448,company,-100
8449,company,40
8450,company,-268
8451,company,-44
8452,company,-3266
8453,company,-220
8454,company,-400
8455,company,-140
8456,company,-1934
8457,company,0
8458,company,1669
8459,company,-300
8460,company,-60
8461,company,-20
8462,company,-291
8463,company,-1712
8464,company,-1712
8465,company,-100
8466,company,-60
8467,company,-2088
8468,company,100
8469,company,60
8470,company,-60
8471,company,-300
8472,company,-300
8473,company,-1532
8474,company,140
8475,company,-220
8476,company,-220
8477,company,-340
8478,company,-140
8479,company,-1934
8480,company,1669
8481,company,-60
8482,company,-1712
8483,company,-60
8484,company,100
8485,company,-1532
8486,company,-220
8487,company,140
8488,company,-268
8489,company,-20
8490,company,-291
8491,company,-60
8492,company,-300
8493,company,-300
8494,company,-300
8495,company,-300
8496,;,-220
8497,;,140
8498,;,1669
8499,;,-60
8500,company-funded,-340
8501,chu,-268
8502,chu,1669
8503,comparatively,-268
8504,compared,-1932
8505,compared,-60
8506,comparing,-100
8507,compatibility,0
8508,compatible,-60
8509,compete,140
8510,compete,-220
8511,compete,-60
8512,competition,-1932
8513,competition,-220
8514,competition,140
8515,competition,140
8516,competition,-1712
8517,competition,100
8518,competition,140
8519,competition,-300
8520,competition,140
8521,;,140
8522,competitions,-220
8523,competitions,-244
8524,competitions,140
8525,competitions,-220
8526,competitive,-1932
8527,competitive,140
8528,competitive,140
8529,competitive,-268
8530,competitive,-3266
8531,competitive,-460
8532,competitive,0
8533,competitive,-60
8534,competitively,-268
8535,competitively,-1532
8536,competitiveness,-1932
8537,competitiveness,-2088
8538,competitiveness,-1932
8539,competitiveness,-1932
8540,complement,-460
8541,complement,60
8542,complementary,-1932
8543,complementary,-734
8544,complementing,140
8545,complements,-300
8546,completed,-268
8547,completed,-44
8548,completed,-400
8549,completed,0
8550,completed,1669
8551,completely,-140
8552,completes,-1932
8553,completion,-420
8554,completion,140
8555,completion,-60
8556,completion,-300
8557,completion,-300
8558,completion,-244
8559,completion,1669
8560,complex,-220
8561,complex,-420
8562,complex,140
8563,complex,-100
8564,complex,-460
8565,complex,-291
8566,complex,-1712
8567,complexes,140
8568,compliance,-60
8569,compliant,-100
8570,component,-220
8571,component,-420
8572,component,140
8573,component,-500
8574,component,-100
8575,component,-60
8576,component,-140
8577,component,1669
8578,components,-1932
8579,components,-420
8580,components,-500
8581,components,-220
8582,components,0
8583,components,1669
8584,components,-300
8585,components,-291
8586,components,-100
8587,components,-60
8588,components,60
8589,components,-420
8590,components,-500
8591,components,-220
8592,components/systems,-340
8593,composite,-100
8594,composite,0
8595,composite,60
8596,composite,60
8597,composite,-60
8598,composites,-100
8599,composites,-100
8600,composites,0
8601,composites,0
8602,composites,-300
8603,composites,60
8604,composites,-100
8605,composites,0
8606,composites,1669
8607,composites,-300
8608,composites,-300
8609,;,0
8610,composition,-300
8611,comprehensive,-1932
8612,comprehensive,-220
8613,comprehensive,-420
8614,comprehensive,-3266
8615,comprehensive,-140
8616,comprehensive,-1712
8617,comprise,-340
8618,comprised,-420
8619,comprised,-244
8620,comprised,-460
8621,comprises,-1932
8622,comprises,-220
8623,comprises,-400
8624,comprises,-1712
8625,comprises,-60
8626,comprises,-2088
8627,comprises,100
8628,comprises,-1532
8629,:,-60
8630,:,-1532
8631,comprising,-500
8632,comprising,-340
8633,comprising,-734
8634,comprising,-60
8635,compromise,-60
8636,computational,-500
8637,computational,-244
8638,computer,-1932
8639,computer,-220
8640,computer,-500
8641,computer,-3132
8642,computer,-460
8643,computer,-140
8644,computer,-140
8645,computer,1669
8646,computer,-291
8647,computer,-291
8648,computer,100
8649,computer,60
8650,computers,-220
8651,computing,-220
8652,computing,-500
8653,computing,-244
8654,computing,-3266
8655,computing,-20
8656,computing,-291
8657,computing,-291
8658,computing,100
8659,computing,-60
8660,computing,-268
8661,comtek,-60
8662,conceived,-140
8663,conceived,-300
8664,conceived,-300
8665,concentrating,-100
8666,concept,-2068
8667,concept,-1932
8668,concept,-340
8669,concept,40
8670,concept,-268
8671,concept,-44
8672,concept,-3266
8673,concept,-734
8674,concept,-460
8675,concept,-400
8676,concept,0
8677,concept,-291
8678,concept,-291
8679,concept,-300
8680,concept,-300
8681,concept,-734
8682,concept,-400
8683,conception,-1532
8684,concepts,-420
8685,concepts,-400
8686,concepts,-291
8687,concern,40
8688,concerned,-2068
8689,concerned,140
8690,concerned,-3266
8691,concerned,-460
8692,concerned,-140
8693,concerned,-1712
8694,concerned,60
8695,concerning,-460
8696,concerns,-460
8697,concerns,-60
8698,concert,-44
8699,conclusion,140
8700,condition,-400
8701,condition,-400
8702,conditions,-3132
8703,conditions,-1712
8704,conditions,-734
8705,conditions,-500
8706,conditions,-300
8707,conditions,-1712
8708,conducive,-3266
8709,conduct,-300
8710,conducted,-44
8711,conducted,-140
8712,conducted,0
8713,conducted,1669
8714,conducted,-1712
8715,conducting,-300
8716,conductive,-500
8717,conductive,-300
8718,conductors,-2088
8719,conducts,100
8720,conduit,140
8721,conduits,40
8722,conexant,-60
8723,conference,-2068
8724,conference,-1932
8725,conference,140
8726,conference,-3132
8727,conference,-734
8728,conference,0
8729,conference,-1712
8730,conference,-244
8731,conferences,140
8732,conferences,-3132
8733,conferences,-734
8734,conferences,-1934
8735,conferences,-60
8736,conferences,-20
8737,conferences,-60
8738,conferences,60
8739,conferences,-340
8740,conferences,-244
8741,conferences,-734
8742,conferences,-1934
8743,conferences,-1532
8744,conferences,60
8745,conferment,-100
8746,confidence,-60
8747,confidence,-20
8748,confidence-building,-300
8749,confidence-building,-300
8750,confidential,1669
8751,confidential,-60
8752,configured,-100
8753,configured,-100
8754,confirmed,1669
8755,confirmed,-60
8756,confirmed,-300
8757,confirmed,-300
8758,conflict,-1532
8759,conjunction,-460
8760,conjunction,0
8761,conjunction,-100
8762,conjunction,60
8763,connect,-734
8764,connect,-60
8765,connect,-60
8766,connect,-60
8767,connected,0
8768,connected,0
8769,connected,-60
8770,connecting,-1932
8771,connecting,-300
8772,connecting,-291
8773,connections,-60
8774,connections,-220
8775,and,100
8776,connectivity,-400
8777,connectivity,-60
8778,connects,-340
8779,conoco,-3132
8780,;,-400
8781,consequence,-460
8782,consequence,100
8783,consequence,1669
8784,consequent,-60
8785,consequently,-44
8786,consequently,-60
8787,consequently,-460
8788,consequently,-460
8789,conservation,-244
8790,conservation,-3266
8791,consider,140
8792,consider,60
8793,consider,-1532
8794,considerable,-100
8795,considerable,-268
8796,considerable,-44
8797,considerable,-140
8798,considerable,0
8799,considerable,-300
8800,considerable,-60
8801,considerable,100
8802,consideration,-100
8803,considerations,140
8804,considered,-420
8805,considered,-244
8806,considered,-460
8807,considered,100
8808,considered,40
8809,considering,-2068
8810,considering,-268
8811,considers,-1712
8812,consistent,-60
8813,consists,-3132
8814,consists,-100
8815,consolidate,-2068
8816,consolidate,140
8817,consolidates,-220
8818,consolidating,-220
8819,consolidating,-20
8820,consortia,-734
8821,consortia,-60
8822,consortia,-100
8823,consortia,-60
8824,consortium,-220
8825,consortium,-244
8826,consortium,-291
8827,consortium,-100
8828,consortium,-2088
8829,consortium,-1532
8830,consortium,-340
8831,consortium,-460
8832,consortium,-400
8833,consortium,-340
8834,consortium,-100
8835,constantly,-100
8836,constellation,-140
8837,and,-140
8838,constellium,-100
8839,constituent,-460
8840,constituted,-1932
8841,constitutes,-460
8842,constrained,140
8843,construct,-734
8844,constructed,-3266
8845,construction,-44
8846,construction,-20
8847,construction,-60
8848,construction,-60
8849,construction,-60
8850,construction,-3266
8851,construction,-300
8852,constructors,-20
8853,consultancies,-220
8854,consultancies,-100
8855,consultancies,40
8856,consultancies,100
8857,consultancies,100
8858,consultancies,60
8859,consultancies,-60
8860,consultancies,-220
8861,consultancies,-300
8862,consultancies,-300
8863,consultancies,-60
8864,consultancy,-1932
8865,consultancy,-220
8866,consultancy,-220
8867,consultancy,40
8868,consultancy,-268
8869,consultancy,-44
8870,consultancy,-44
8871,consultancy,-3266
8872,consultancy,-220
8873,consultancy,-734
8874,consultancy,-734
8875,consultancy,-460
8876,consultancy,-140
8877,consultancy,0
8878,consultancy,1669
8879,consultancy,1669
8880,consultancy,-60
8881,consultancy,-20
8882,consultancy,-20
8883,consultancy,-1712
8884,consultancy,-1712
8885,consultancy,-60
8886,consultancy,-2088
8887,consultancy,100
8888,consultancy,-60
8889,consultancy,-60
8890,consultancy,-300
8891,consultancy,-300
8892,consultancy,-1532
8893,consultancy,-60
8894,consultancy,-220
8895,consultancy,-340
8896,consultancy,-3132
8897,consultancy,-400
8898,consultancy,-20
8899,consultancy,-220
8900,consultancy,40
8901,consultancy,-140
8902,consultancy,-300
8903,consultancy,-60
8904,consultancy,60
8905,:,-1932
8906,consultant,-3266
8907,consultant,-1712
8908,consultant,100
8909,consultants,-1932
8910,consultants,-2088
8911,consultants,100
8912,consultants,-1932
8913,consultation,-44
8914,consultations,1669
8915,consulting,-244
8916,consulting,-220
8917,consulting,-300
8918,consulting,-2088
8919,consulting,-1932
8920,consumer,140
8921,consumer,-100
8922,consumer,-244
8923,consumers,-3132
8924,consumption,140
8925,consumption,-734
8926,consumption,-2088
8927,;,140
8928,contact,-220
8929,contact,140
8930,contact,40
8931,contact,-268
8932,contact,-44
8933,contact,-460
8934,contact,-1934
8935,contact,-20
8936,contact,-60
8937,contact,-400
8938,contacted,-1934
8939,contacted,-2088
8940,contacts,-2068
8941,contacts,-420
8942,contacts,140
8943,contacts,-340
8944,contacts,-3132
8945,contacts,-44
8946,contacts,-460
8947,contacts,-140
8948,contacts,-1712
8949,contacts,140
8950,contacts,-20
8951,contacts,140
8952,contacts,-460
8953,contacts,1669
8954,contacts,-2088
8955,;,-1532
8956,contains,140
8957,contains,-3132
8958,contains,-1712
8959,content,-220
8960,content,-140
8961,context,-2068
8962,context,-1932
8963,context,-220
8964,context,-220
8965,context,140
8966,context,140
8967,context,-500
8968,context,-340
8969,context,-3132
8970,context,-100
8971,context,40
8972,context,-268
8973,context,-44
8974,context,-244
8975,context,-220
8976,context,-734
8977,context,-460
8978,context,-400
8979,context,-140
8980,context,-1934
8981,context,1669
8982,context,1669
8983,context,-300
8984,context,-300
8985,context,-60
8986,context,-20
8987,context,-1712
8988,context,-1712
8989,context,-100
8990,context,-60
8991,context,-2088
8992,context,-2088
8993,context,100
8994,context,100
8995,context,60
8996,context,-60
8997,context,-60
8998,context,-300
8999,context,-300
9000,context,-1532
9001,context,-220
9002,:,-420
9003,:,-3266
9004,:,0
9005,:,-291
9006,contingent,1669
9007,continual,-400
9008,continually,-220
9009,continue,-2068
9010,continue,-1932
9011,continue,-220
9012,continue,-220
9013,continue,-420
9014,continue,140
9015,continue,-500
9016,continue,-340
9017,continue,-3132
9018,continue,-100
9019,continue,-44
9020,continue,-220
9021,continue,-460
9022,continue,-140
9023,continue,-1934
9024,continue,1669
9025,continue,-60
9026,continue,-1712
9027,continue,-60
9028,continue,60
9029,continue,-60
9030,continue,-1532
9031,continued,-2068
9032,continued,-220
9033,continued,-420
9034,continued,-44
9035,continued,-460
9036,continued,-140
9037,continued,-291
9038,continued,-2088
9039,continued,-60
9040,continues,-420
9041,continues,-500
